index, variant, time sec, cycles, instructions, L1-misses, LLC-misses, branch-misses, task-clock, page-faults, DTLB-loads, DTLB-load-misses, DTLB-stores, DTLB-store-misses, ITLB_loads, ITLB_load-misses,  scale,  IPC, CPUs,  GHz 
PGM,      16,     0.03, 220.73,       241.11,      0.67,       0.41,          0.20,      67.16,        0.00,      58.81,             0.07,        9.58,              0.04,       0.00,             0.00, 500000, 1.09, 1.00, 3.29 
PGM,       4,     0.04, 241.16,       254.01,      0.64,       0.39,          0.21,      72.47,        0.00,      63.67,             0.04,        8.04,              0.02,       0.00,             0.00, 500000, 1.05, 1.00, 3.33 
PGM,       8,     0.03, 197.31,       225.51,      0.65,       0.40,          0.21,      62.85,        0.00,      55.33,             0.00,        6.21,              0.01,       0.00,             0.00, 500000, 1.14, 1.00, 3.14 
PGM,      32,     0.04, 215.37,       248.24,      0.65,       0.39,          0.25,      70.60,        0.00,      59.13,             0.03,        7.77,              0.02,       0.01,             0.00, 500000, 1.15, 1.00, 3.05 
PGM,      64,     0.03, 205.73,       256.91,      0.64,       0.39,          0.20,      67.50,        0.00,      59.14,             0.00,        6.23,              0.01,       0.00,             0.00, 500000, 1.25, 1.00, 3.05 
PGM,     256,     0.03, 217.51,       280.52,      0.63,       0.39,          0.27,      66.72,        0.00,      60.90,             0.00,        6.22,              0.01,       0.02,             0.00, 500000, 1.29, 1.00, 3.26 
PGM,    1024,     0.03, 184.93,       274.92,      0.65,       0.41,          0.26,      60.45,        0.00,      57.02,             0.00,        6.21,              0.01,       0.02,             0.00, 500000, 1.49, 1.00, 3.06 
PGM,    2048,     0.03, 186.48,       287.20,      0.65,       0.41,          0.20,      59.91,        0.00,      57.68,             0.01,        6.21,              0.01,       0.00,             0.00, 500000, 1.54, 1.00, 3.11 
PGM,    4096,     0.03, 180.95,       284.65,      0.65,       0.41,          0.20,      59.35,        0.00,      55.36,             0.00,        5.21,              0.01,       0.00,             0.00, 500000, 1.57, 1.00, 3.05 
PGM,    8192,     0.03, 187.08,       307.38,      0.65,       0.40,          0.20,      62.06,        0.00,      59.96,             0.01,        6.21,              0.01,       0.00,             0.00, 500000, 1.64, 1.00, 3.01 
PGMCacheL (0, 0.000000, 0),      16,     0.00,  21.18,        16.39,      0.32,       0.30,          0.02,       8.63,        0.00,       5.27,             0.00,        2.61,              0.01,       0.00,             -nan, 500000, 0.77, 1.02, 2.45 
PGMCacheL (0, 0.000000, 0),       4,     0.00,  20.78,        16.29,      0.32,       0.29,          0.02,       8.47,        0.00,       5.24,             0.00,        2.59,              0.01,       0.00,             -nan, 500000, 0.78, 1.02, 2.45 
PGMCacheL (0, 0.000000, 0),       8,     0.00,  21.14,        16.29,      0.32,       0.29,          0.02,       8.62,        0.00,       5.24,             0.00,        2.59,              0.01,       0.00,             -nan, 500000, 0.77, 1.02, 2.45 
PGMCacheL (0, 0.000000, 0),      32,     0.00,  20.89,        16.29,      0.32,       0.29,          0.02,       8.51,        0.00,       5.24,             0.00,        2.59,              0.01,       0.00,             -nan, 500000, 0.78, 1.02, 2.45 
PGMCacheL (0, 0.000000, 0),      64,     0.00,  20.94,        16.30,      0.32,       0.29,          0.02,       8.54,        0.00,       5.24,             0.00,        2.59,              0.01,       0.00,             -nan, 500000, 0.78, 1.02, 2.45 
PGMCacheL (0, 0.000000, 0),     256,     0.00,  21.04,        16.29,      0.32,       0.29,          0.02,       8.58,        0.00,       5.24,             0.00,        2.59,              0.01,       0.00,             -nan, 500000, 0.77, 1.02, 2.45 
PGMCacheL (0, 0.000000, 0),    1024,     0.00,  20.90,        16.28,      0.32,       0.29,          0.02,       8.53,        0.00,       5.23,             0.00,        2.59,              0.01,       0.00,             -nan, 500000, 0.78, 1.02, 2.45 
PGMCacheL (0, 0.000000, 0),    2048,     0.00,  21.25,        16.30,      0.32,       0.29,          0.02,       8.01,        0.00,       5.24,             0.00,        2.60,              0.01,       0.00,             -nan, 500000, 0.77, 1.02, 2.65 
PGMCacheL (0, 0.000000, 0),    4096,     0.00,  21.12,        16.30,      0.32,       0.29,          0.02,       7.96,        0.00,       5.24,             0.00,        2.59,              0.01,       0.00,             -nan, 500000, 0.77, 1.02, 2.65 
PGMCacheL (0, 0.000000, 0),    8192,     0.00,  21.04,        16.29,      0.32,       0.29,          0.02,       8.57,        0.00,       5.24,             0.00,        2.59,              0.01,       0.00,             -nan, 500000, 0.77, 1.02, 2.45 
PGMCacheR (0, 0.000000, 0),      16,     0.00,  20.84,        16.29,      0.32,       0.29,          0.02,       8.85,        0.00,       5.24,             0.00,        2.59,              0.01,       0.00,             -nan, 500000, 0.78, 1.02, 2.35 
PGMCacheR (0, 0.000000, 0),       4,     0.00,  21.07,        16.31,      0.32,       0.29,          0.02,       8.59,        0.00,       5.24,             0.00,        2.60,              0.01,       0.00,             -nan, 500000, 0.77, 1.02, 2.45 
PGMCacheR (0, 0.000000, 0),       8,     0.00,  21.13,        16.29,      0.32,       0.29,          0.02,       8.61,        0.00,       5.24,             0.00,        2.59,              0.01,       0.00,             -nan, 500000, 0.77, 1.02, 2.45 
PGMCacheR (0, 0.000000, 0),      32,     0.00,  20.93,        16.30,      0.32,       0.29,          0.02,       8.53,        0.00,       5.24,             0.00,        2.59,              0.01,       0.00,             -nan, 500000, 0.78, 1.02, 2.45 
PGMCacheR (0, 0.000000, 0),      64,     0.00,  21.04,        16.31,      0.32,       0.29,          0.02,       8.58,        0.00,       5.24,             0.00,        2.60,              0.01,       0.00,             -nan, 500000, 0.77, 1.02, 2.45 
PGMCacheR (0, 0.000000, 0),     256,     0.00,  20.99,        16.32,      0.32,       0.29,          0.02,       8.56,        0.00,       5.24,             0.00,        2.60,              0.01,       0.00,             -nan, 500000, 0.78, 1.02, 2.45 
PGMCacheR (0, 0.000000, 0),    1024,     0.00,  20.87,        16.30,      0.32,       0.29,          0.02,       8.51,        0.00,       5.24,             0.00,        2.59,              0.01,       0.00,             -nan, 500000, 0.78, 1.02, 2.45 
PGMCacheR (0, 0.000000, 0),    2048,     0.00,  20.90,        16.29,      0.32,       0.29,          0.02,       8.51,        0.00,       5.23,             0.00,        2.59,              0.01,       0.00,             -nan, 500000, 0.78, 1.02, 2.45 
