index, variant, time sec, cycles, instructions, L1-misses, LLC-misses, branch-misses, task-clock, page-faults, DTLB-loads, DTLB-load-misses, DTLB-stores, DTLB-store-misses, ITLB_loads, ITLB_load-misses,  scale,  IPC, CPUs,  GHz 
PGM,      16,     0.01, 286.90,       240.15,      1.87,       1.49,          0.27,     117.03,        0.02,      74.36,             0.30,       27.11,              0.16,       0.00,             0.10, 100000, 0.84, 1.01, 2.45 
PGM,       4,     0.01, 273.57,       252.66,      1.79,       1.48,          0.25,     111.48,        0.01,      72.11,             0.15,       18.80,              0.09,       0.00,             -nan, 100000, 0.92, 1.01, 2.45 
PGM,       8,     0.01, 198.31,       222.45,      1.70,       1.46,          0.24,      80.78,        0.00,      59.25,             0.01,       10.98,              0.03,       0.00,             -nan, 100000, 1.12, 1.01, 2.45 
PGM,      32,     0.01, 245.55,       249.54,      1.79,       1.49,          0.29,      96.14,        0.01,      67.24,             0.14,       17.89,              0.09,       0.02,             -nan, 100000, 1.02, 1.01, 2.55 
PGM,      64,     0.01, 207.40,       252.41,      1.70,       1.46,          0.23,      84.49,        0.00,      62.20,             0.01,       10.99,              0.03,       0.00,             -nan, 100000, 1.22, 1.01, 2.45 
PGM,     256,     0.01, 213.64,       272.35,      1.70,       1.47,          0.30,      87.03,        0.00,      64.19,             0.01,       10.99,              0.03,       0.02,             -nan, 100000, 1.27, 1.01, 2.45 
PGM,    1024,     0.01, 188.42,       274.04,      1.70,       1.46,          0.30,      80.04,        0.00,      60.20,             0.01,       10.99,              0.03,       0.01,             -nan, 100000, 1.45, 1.01, 2.35 
PGM,    2048,     0.01, 188.02,       284.37,      1.70,       1.46,          0.23,      76.62,        0.00,      61.18,             0.01,       10.97,              0.03,       0.00,             -nan, 100000, 1.51, 1.01, 2.45 
PGM,    4096,     0.01, 185.94,       284.37,      1.70,       1.46,          0.23,      75.80,        0.00,      58.18,             0.01,        9.97,              0.03,       0.00,             -nan, 100000, 1.53, 1.01, 2.45 
PGM,    8192,     0.01, 191.27,       306.70,      1.70,       1.46,          0.23,      81.24,        0.00,      63.19,             0.01,       10.98,              0.03,       0.00,             -nan, 100000, 1.60, 1.01, 2.35 
PGMCacheL (0, 0.000000, 0),      16,     0.00,  30.76,        13.07,      1.48,       1.46,          0.05,      12.95,        0.00,       4.13,             0.01,        7.10,              0.03,       -nan,             -nan, 100000, 0.42, 1.08, 2.38 
PGMCacheL (0, 0.000000, 0),       4,     0.00,  30.57,        12.84,      1.48,       1.46,          0.05,      12.87,        0.00,       4.07,             0.01,        7.08,              0.03,       -nan,             -nan, 100000, 0.42, 1.08, 2.37 
PGMCacheL (0, 0.000000, 0),       8,     0.00,  30.58,        12.85,      1.48,       1.46,          0.05,      12.88,        0.00,       4.07,             0.01,        7.07,              0.03,       -nan,             -nan, 100000, 0.42, 1.08, 2.37 
PGMCacheL (0, 0.000000, 0),      32,     0.00,  30.81,        12.83,      1.48,       1.46,          0.04,      12.96,        0.00,       4.06,             0.01,        7.07,              0.03,       -nan,             -nan, 100000, 0.42, 1.08, 2.38 
PGMCacheL (0, 0.000000, 0),      64,     0.00,  30.58,        12.87,      1.48,       1.46,          0.05,      12.89,        0.00,       4.07,             0.01,        7.08,              0.03,       -nan,             -nan, 100000, 0.42, 1.08, 2.37 
PGMCacheL (0, 0.000000, 0),     256,     0.00,  31.12,        12.83,      1.48,       1.46,          0.05,      13.10,        0.00,       4.06,             0.01,        7.07,              0.03,       -nan,             -nan, 100000, 0.41, 1.08, 2.38 
PGMCacheL (0, 0.000000, 0),    1024,     0.00,  30.65,        12.79,      1.48,       1.46,          0.04,      12.92,        0.00,       4.05,             0.01,        7.06,              0.03,       -nan,             -nan, 100000, 0.42, 1.08, 2.37 
PGMCacheL (0, 0.000000, 0),    2048,     0.00,  30.66,        12.87,      1.48,       1.46,          0.04,      12.91,        0.00,       4.06,             0.01,        7.08,              0.03,       -nan,             -nan, 100000, 0.42, 1.08, 2.38 
PGMCacheL (0, 0.000000, 0),    4096,     0.00,  30.46,        12.81,      1.48,       1.46,          0.05,      12.84,        0.00,       4.05,             0.01,        7.06,              0.03,       -nan,             -nan, 100000, 0.42, 1.08, 2.37 
PGMCacheL (0, 0.000000, 0),    8192,     0.00,  31.10,        12.86,      1.48,       1.46,          0.05,      13.10,        0.00,       4.06,             0.01,        7.07,              0.03,       -nan,             -nan, 100000, 0.41, 1.08, 2.37 
PGMCacheR (0, 0.000000, 0),      16,     0.00,  30.43,        12.94,      1.48,       1.45,          0.05,      13.36,        0.00,       4.09,             0.01,        7.08,              0.03,       -nan,             -nan, 100000, 0.43, 1.08, 2.28 
PGMCacheR (0, 0.000000, 0),       4,     0.00,  31.01,        12.92,      1.48,       1.46,          0.05,      13.05,        0.00,       4.08,             0.01,        7.08,              0.03,       -nan,             -nan, 100000, 0.42, 1.08, 2.38 
